x;time;y;z;x_coords;y_coords
0.08210180623973727;0.0;3.1262798634812285;1.5384615384615385;0;8
0.08210180623973727;0.0013966480446927375;3.0716723549488054;1.5384615384615385;0;7.997207678883072
0.0755336617405583;0.002793296089385475;3.098976109215017;1.5384615384615385;0;7.994415357766143
0.0755336617405583;0.004189944134078212;3.0170648464163823;1.435897435897436;0;7.991623036649215
0.07881773399014778;0.00558659217877095;3.0716723549488054;1.641025641025641;0;7.988830715532286
0.08210180623973727;0.006983240223463688;3.0034129692832763;1.435897435897436;0;7.986038394415358
0.0755336617405583;0.008379888268156424;2.9761092150170647;1.5384615384615385;0;7.983246073298429
0.07881773399014778;0.009776536312849162;2.962457337883959;1.641025641025641;0;7.980453752181501
0.07881773399014778;0.0111731843575419;2.962457337883959;1.5384615384615385;0;7.977661431064573
0.0722495894909688;0.012569832402234636;2.89419795221843;1.641025641025641;0;7.974869109947644
0.0722495894909688;0.013966480446927375;2.9215017064846416;1.5384615384615385;0;7.972076788830716
0.0755336617405583;0.015363128491620111;2.907849829351536;1.641025641025641;0;7.969284467713787
0.0722495894909688;0.01675977653631285;2.907849829351536;1.5384615384615385;0;7.966492146596859
0.0755336617405583;0.018156424581005588;2.8668941979522184;1.641025641025641;0;7.96369982547993
0.0722495894909688;0.019553072625698324;2.825938566552901;1.641025641025641;0;7.960907504363002
0.06896551724137931;0.02094972067039106;2.839590443686007;1.5384615384615385;0;7.958115183246074
0.0722495894909688;0.0223463687150838;2.8532423208191124;1.641025641025641;0;7.955322862129145
0.06896551724137931;0.02374301675977654;2.7986348122866893;1.5384615384615385;0;7.952530541012217
0.0722495894909688;0.02513966480446927;2.7849829351535837;1.7435897435897436;0;7.949738219895288
0.06239737274220033;0.02653631284916201;2.8122866894197953;1.5384615384615385;0;7.94694589877836
0.06896551724137931;0.02793296089385475;2.7986348122866893;1.7435897435897436;0;7.944153577661431
0.06896551724137931;0.029329608938547483;2.7849829351535837;1.7435897435897436;0;7.941361256544503
0.06239737274220033;0.030726256983240222;2.7849829351535837;1.7435897435897436;0;7.938568935427575
0.06568144499178982;0.03212290502793296;2.7713310580204777;1.641025641025641;0;7.935776614310646
0.06239737274220033;0.0335195530726257;2.8122866894197953;1.7435897435897436;0;7.932984293193718
0.06568144499178982;0.034916201117318434;2.839590443686007;1.641025641025641;0;7.930191972076789
0.06568144499178982;0.036312849162011177;2.839590443686007;1.641025641025641;0;7.9273996509598605
0.06568144499178982;0.03770949720670391;2.839590443686007;1.641025641025641;0;7.924607329842932
0.0755336617405583;0.03910614525139665;2.9215017064846416;1.641025641025641;0;7.9218150087260035
0.0722495894909688;0.040502793296089384;2.9351535836177476;1.641025641025641;0;7.9190226876090755
0.0722495894909688;0.04189944134078212;2.9761092150170647;1.5384615384615385;0;7.9162303664921465
0.059113300492610835;0.043296089385474856;2.9761092150170647;1.641025641025641;0;7.913438045375218
0.0755336617405583;0.0446927374301676;3.0580204778157;1.7435897435897436;0;7.9106457242582895
0.07881773399014778;0.046089385474860335;3.112627986348123;1.641025641025641;0;7.907853403141361
0.07881773399014778;0.04748603351955308;3.1262798634812285;1.435897435897436;0;7.9050610820244325
0.07881773399014778;0.04888268156424581;3.1808873720136517;1.641025641025641;0;7.902268760907504
0.0755336617405583;0.05027932960893854;3.1808873720136517;1.3333333333333333;0;7.899476439790576
0.08210180623973727;0.051675977653631286;3.1945392491467577;1.5384615384615385;0;7.896684118673647
0.08210180623973727;0.05307262569832402;3.2218430034129693;1.641025641025641;0;7.893891797556719
0.08210180623973727;0.05446927374301676;3.2764505119453924;1.5384615384615385;0;7.89109947643979
0.08538587848932677;0.0558659217877095;3.262798634812287;1.5384615384615385;0;7.888307155322862
0.08210180623973727;0.05726256983240223;3.1808873720136517;1.5384615384615385;0;7.885514834205933
0.07881773399014778;0.058659217877094966;3.2081911262798637;1.5384615384615385;0;7.882722513089005
0.08866995073891626;0.06005586592178771;3.2354948805460753;1.5384615384615385;0;7.879930191972077
0.08210180623973727;0.061452513966480445;3.1945392491467577;1.641025641025641;0;7.877137870855148
0.08210180623973727;0.06284916201117319;3.1808873720136517;1.435897435897436;0;7.87434554973822
0.07881773399014778;0.06424581005586592;3.167235494880546;1.435897435897436;0;7.871553228621291
